layer_type,material,thickness,layer_points,xmesh_coeff,Phi_EA,Phi_IP,EF0,Et,Nc,Nv,Ncat,Nani,a_max,c_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn,sp,Red,Green,Blue,vsr_zone_loc,optical_model,xmesh_type,side,N_ionic_species
electrode,,,,,,,-0.89,,,,,,,,,,,,,,,,,70,1.00E+05,,,,,Beer-Lambert,erf-linear,right,0.00E+00
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13226,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1355,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.13881,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14221,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14568,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.14923,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15287,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.15658,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16038,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.16425,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1682,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
electrode,,,,,,,-0.1682,,,,,,,,,,,,,,,,,1.00E+05,4.25E+01,,,,,,,,
